Entry,Entry Name,Reviewed,Protein names,Gene Names,Organism,Length,gene_id,Category,Sub-category
A0A3P5YTP3,A0A3P5YTP3_BRACM,unreviewed,RFP1,BRAA09T41732Z BRAPAZ1V2_A09P76520.2,Brassica campestris (Field mustard),629,AT1G62670.1,Protein Processing and Degradation,RFP
A0A565ANV1,A0A565ANV1_9BRAS,unreviewed,Pentacotripeptide-repeat region of PRORP domain-containing protein,ANE_LOCUS1575,Arabis nemorensis,832,AT1G62670.1,Genetic Information Processing,Pentacotripeptide
A0A6D2JRA8,A0A6D2JRA8_9BRAS,unreviewed,Pentacotripeptide-repeat region of PRORP domain-containing protein,MERR_LOCUS26421,Microthlaspi erraticum,459,AT1G62670.1,Genetic Information Processing,Pentacotripeptide
A0A6J0NLL9,A0A6J0NLL9_RAPSA,unreviewed,"Pentatricopeptide repeat-containing protein At1g12300, mitochondrial",LOC108856367,Raphanus sativus (Radish) (Raphanus raphanistrum var. sativus),628,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A816UV48,A0A816UV48_BRANA,unreviewed,(rape) hypothetical protein,DARMORV10_C08P47160.1,Brassica napus (Rape),640,AT1G62670.1,Uncharacterized,hypothetical protein
A0A0D3DXP7,A0A0D3DXP7_BRAOL,unreviewed,RFP1,106307553,Brassica oleracea var. oleracea,641,AT1G62670.1,Protein Processing and Degradation,RFP
A0A8T2H2P3,A0A8T2H2P3_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As01g012830,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),637,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A3P6GGT5,A0A3P6GGT5_BRAOL,unreviewed,RFP1,BOLC8T52255H,Brassica oleracea (Wild cabbage),640,AT1G62670.1,Protein Processing and Degradation,RFP
A0A3P6GSW4,A0A3P6GSW4_BRAOL,unreviewed,RFP1,BOLC8T52251H,Brassica oleracea (Wild cabbage),626,AT1G62670.1,Protein Processing and Degradation,RFP
A0A8S9MI81,A0A8S9MI81_BRACR,unreviewed,Pentacotripeptide-repeat region of PRORP domain-containing protein,F2Q68_00042441,Brassica cretica (Mustard),208,AT1G62670.1,Genetic Information Processing,Pentacotripeptide
A0A8T2CIU2,A0A8T2CIU2_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As06g012410,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),602,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
R0I2S6,R0I2S6_9BRAS,unreviewed,RFP1,CARUB_v10011428mg,Capsella rubella,620,AT1G62670.1,Protein Processing and Degradation,RFP
D7KPA5,D7KPA5_ARALL,unreviewed,Pentatricopeptide repeat-containing protein,ARALYDRAFT_471420,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),667,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GDG0,A0A8T2GDG0_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g012680,Arabidopsis thaliana x Arabidopsis arenosa,690,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8X7TZU9,A0A8X7TZU9_BRACI,unreviewed,Uncharacterized protein,Bca52824_079153,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),603,AT1G62670.1,Uncharacterized,uncharacterized
A0A8T2H2N3,A0A8T2H2N3_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As01g012730,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),621,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8S9K1T5,A0A8S9K1T5_BRACR,unreviewed,RFP1,F2Q70_00041785,Brassica cretica (Mustard),636,AT1G62670.1,Protein Processing and Degradation,RFP
A0A8T2CIV0,A0A8T2CIV0_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As06g012480,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),644,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8X7PZC0,A0A8X7PZC0_BRACI,unreviewed,Pentatricopeptide repeat-containing protein,Bca52824_079149,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),250,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GF81,A0A8T2GF81_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g012750,Arabidopsis thaliana x Arabidopsis arenosa,644,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8T2CP57,A0A8T2CP57_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As06g011990,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),637,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8T2CIT2,A0A8T2CIT2_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As06g012320,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),621,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A565ANZ4,A0A565ANZ4_9BRAS,unreviewed,Pentacotripeptide-repeat region of PRORP domain-containing protein,ANE_LOCUS1582,Arabis nemorensis,637,AT1G62670.1,Genetic Information Processing,Pentacotripeptide
A0A8T2GDN5,A0A8T2GDN5_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g012220,Arabidopsis thaliana x Arabidopsis arenosa,637,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8X7V1L5,A0A8X7V1L5_BRACI,unreviewed,Uncharacterized protein,Bca52824_034253,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),597,AT1G62670.1,Uncharacterized,uncharacterized
A0A8T2H1S1,A0A8T2H1S1_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As01g012680,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),621,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8T2H2S9,A0A8T2H2S9_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As01g012350,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),637,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A0D3DXR9,A0A0D3DXR9_BRAOL,unreviewed,RFP1,106308230,Brassica oleracea var. oleracea,618,AT1G62670.1,Protein Processing and Degradation,RFP
A0A8S9RMD9,A0A8S9RMD9_BRACR,unreviewed,Pentacotripeptide-repeat region of PRORP domain-containing protein,F2Q69_00063473,Brassica cretica (Mustard),1237,AT1G62670.1,Genetic Information Processing,Pentacotripeptide
A0A8T2GF66,A0A8T2GF66_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g012570,Arabidopsis thaliana x Arabidopsis arenosa,621,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8X7S2W1,A0A8X7S2W1_BRACI,unreviewed,Uncharacterized protein,Bca52824_034277,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),631,AT1G62670.1,Uncharacterized,uncharacterized
A0A8X7U0G0,A0A8X7U0G0_BRACI,unreviewed,Uncharacterized protein,Bca52824_079170,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),629,AT1G62670.1,Uncharacterized,uncharacterized
A0A8T2H2R2,A0A8T2H2R2_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As01g012930,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),1526,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
A0A8X7TYS7,A0A8X7TYS7_BRACI,unreviewed,Uncharacterized protein,Bca52824_079154,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),640,AT1G62670.1,Uncharacterized,uncharacterized
A0A8X7PXF4,A0A8X7PXF4_BRACI,unreviewed,Uncharacterized protein,Bca52824_079150,Brassica carinata (Ethiopian mustard) (Abyssinian cabbage),626,AT1G62670.1,Uncharacterized,uncharacterized
A0A8T2C0H0,A0A8T2C0H0_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_Aa01g004790,Arabidopsis thaliana x Arabidopsis arenosa,2042,AT1G62670.1,Genetic Information Processing,Pentatricopeptide
Q3ECK2,PPR92_ARATH,reviewed,"Pentatricopeptide repeat-containing protein At1g62680, mitochondrial",At1g62680 F23N19.22,Arabidopsis thaliana (Mouse-ear cress),548,AT1G62680.2,Genetic Information Processing,Pentatricopeptide
Q9SXD1,PPR91_ARATH,reviewed,"Pentatricopeptide repeat-containing protein At1g62670, mitochondrial",At1g62670 F23N19.4 T3P18.22,Arabidopsis thaliana (Mouse-ear cress),630,AT1G62680.2,Genetic Information Processing,Pentatricopeptide
Q9SI78,PPR93_ARATH,reviewed,Pentatricopeptide repeat-containing protein At1g62720,At1g62720 F23N19.8,Arabidopsis thaliana (Mouse-ear cress),485,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
Q9LQ14,PPR96_ARATH,reviewed,"Pentatricopeptide repeat-containing protein At1g62930, chloroplastic",At1g62930 F16P17.7,Arabidopsis thaliana (Mouse-ear cress),629,AT1G62720.1,Photosynthesis and Energy,chloroplast
Q9CAN5,PPR98_ARATH,reviewed,"Pentatricopeptide repeat-containing protein At1g63080, mitochondrial",At1g63080 F16M19.17,Arabidopsis thaliana (Mouse-ear cress),614,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
Q9SXD8,PPR90_ARATH,reviewed,Pentatricopeptide repeat-containing protein At1g62590,At1g62590 T3P18.15,Arabidopsis thaliana (Mouse-ear cress),634,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
Q9SH26,PP102_ARATH,reviewed,Pentatricopeptide repeat-containing protein At1g63400,At1g63400 F2K11.22,Arabidopsis thaliana (Mouse-ear cress),577,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A178WIB7,A0A178WIB7_ARATH,unreviewed,NG1,AXX17_At1g56010,Arabidopsis thaliana (Mouse-ear cress),485,AT1G62720.1,Uncategorized,
A0A5S9WRN4,A0A5S9WRN4_ARATH,unreviewed,Uncharacterized protein,C24_LOCUS5190,Arabidopsis thaliana (Mouse-ear cress),578,AT1G62720.1,Uncharacterized,uncharacterized
A0A654EKB5,A0A654EKB5_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS5253,Arabidopsis thaliana (Mouse-ear cress),634,AT1G62720.1,Uncharacterized,uncharacterized
D4I6L6,D4I6L6_ARATH,unreviewed,Pentatricopeptide (PPR) repeat-containing protein,At1g62670,Arabidopsis thaliana (Mouse-ear cress),630,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A1U7PGQ4,A0A1U7PGQ4_ARATH,unreviewed,RNA processing factor 4,1g62910(Br-0),Arabidopsis thaliana (Mouse-ear cress),630,AT1G62720.1,Regulation of Gene Expression,RNA processing
D7KU76,D7KU76_ARALL,unreviewed,Binding protein,ARALYDRAFT_475080,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),485,AT1G62720.1,Uncategorized,
A0A5S9WNT7,A0A5S9WNT7_ARATH,unreviewed,Uncharacterized protein,C24_LOCUS5166,Arabidopsis thaliana (Mouse-ear cress),627,AT1G62720.1,Uncharacterized,uncharacterized
A0A5S9WNX3,A0A5S9WNX3_ARATH,unreviewed,Uncharacterized protein,C24_LOCUS5207,Arabidopsis thaliana (Mouse-ear cress),438,AT1G62720.1,Uncharacterized,uncharacterized
A0A098CKY1,A0A098CKY1_ARATH,unreviewed,PPR protein,At1g62930,Arabidopsis thaliana (Mouse-ear cress),629,AT1G62720.1,Genetic Information Processing,PPR
A0A654EKE4,A0A654EKE4_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS5266,Arabidopsis thaliana (Mouse-ear cress),630,AT1G62720.1,Uncharacterized,uncharacterized
A0A5S9WS19,A0A5S9WS19_ARATH,unreviewed,Uncharacterized protein,C24_LOCUS5165,Arabidopsis thaliana (Mouse-ear cress),614,AT1G62720.1,Uncharacterized,uncharacterized
A0A654EM39,A0A654EM39_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS5311,Arabidopsis thaliana (Mouse-ear cress),614,AT1G62720.1,Uncharacterized,uncharacterized
A0A5S9WP01,A0A5S9WP01_ARATH,unreviewed,Uncharacterized protein,C24_LOCUS5225,Arabidopsis thaliana (Mouse-ear cress),577,AT1G62720.1,Uncharacterized,uncharacterized
A0A128ATR8,A0A128ATR8_ARATH,unreviewed,RNA processing factor 4,1g62910(Sorbo) 1g62910(Shakdara),Arabidopsis thaliana (Mouse-ear cress),629,AT1G62720.1,Regulation of Gene Expression,RNA processing
A0A178W291,A0A178W291_ARATH,unreviewed,"Pentatricopeptide repeat-containing protein At1g12700, mitochondrial",AXX17_At1g56530,Arabidopsis thaliana (Mouse-ear cress),290,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A5S9WNY1,A0A5S9WNY1_ARATH,unreviewed,Uncharacterized protein,C24_LOCUS5134,Arabidopsis thaliana (Mouse-ear cress),567,AT1G62720.1,Uncharacterized,uncharacterized
A0A5S9WS35,A0A5S9WS35_ARATH,unreviewed,Uncharacterized protein,C24_LOCUS5185,Arabidopsis thaliana (Mouse-ear cress),629,AT1G62720.1,Uncharacterized,uncharacterized
A0A654ELZ7,A0A654ELZ7_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS5271,Arabidopsis thaliana (Mouse-ear cress),485,AT1G62720.1,Uncharacterized,uncharacterized
G8B1Y1,G8B1Y1_ARATH,unreviewed,PPR protein (RNA processing factor 3),At1g62930 At1g62930,Arabidopsis thaliana (Mouse-ear cress),629,AT1G62720.1,Regulation of Gene Expression,RNA processing
A0A098CJN8,A0A098CJN8_ARATH,unreviewed,PPR protein,At1g62930,Arabidopsis thaliana (Mouse-ear cress),629,AT1G62720.1,Genetic Information Processing,PPR
A0A654EKH8,A0A654EKH8_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS5292,Arabidopsis thaliana (Mouse-ear cress),629,AT1G62720.1,Uncharacterized,uncharacterized
A0A654EKK5,A0A654EKK5_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS5310,Arabidopsis thaliana (Mouse-ear cress),621,AT1G62720.1,Uncharacterized,uncharacterized
A0A654EM69,A0A654EM69_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS5341,Arabidopsis thaliana (Mouse-ear cress),636,AT1G62720.1,Uncharacterized,uncharacterized
A0A5S9WNY0,A0A5S9WNY0_ARATH,unreviewed,Uncharacterized protein,C24_LOCUS5217,Arabidopsis thaliana (Mouse-ear cress),634,AT1G62720.1,Uncharacterized,uncharacterized
A0A5S9WP44,A0A5S9WP44_ARATH,unreviewed,Uncharacterized protein,C24_LOCUS5129,Arabidopsis thaliana (Mouse-ear cress),634,AT1G62720.1,Uncharacterized,uncharacterized
A0A654ELY7,A0A654ELY7_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS5261,Arabidopsis thaliana (Mouse-ear cress),634,AT1G62720.1,Uncharacterized,uncharacterized
A0A178WPL7,A0A178WPL7_ARATH,unreviewed,Uncharacterized protein,AXX17_At1g56240,Arabidopsis thaliana (Mouse-ear cress),600,AT1G62720.1,Uncharacterized,uncharacterized
A0A178WJU7,A0A178WJU7_ARATH,unreviewed,Uncharacterized protein,AXX17_At1g56850,Arabidopsis thaliana (Mouse-ear cress),577,AT1G62720.1,Uncharacterized,uncharacterized
A0A178W986,A0A178W986_ARATH,unreviewed,Uncharacterized protein,AXX17_At1g56460,Arabidopsis thaliana (Mouse-ear cress),624,AT1G62720.1,Uncharacterized,uncharacterized
A0A178WK25,A0A178WK25_ARATH,unreviewed,Uncharacterized protein,AXX17_At1g55870,Arabidopsis thaliana (Mouse-ear cress),633,AT1G62720.1,Uncharacterized,uncharacterized
A0A178WDA2,A0A178WDA2_ARATH,unreviewed,RPF2,AXX17_At1g55960,Arabidopsis thaliana (Mouse-ear cress),630,AT1G62720.1,Uncategorized,
A0A8T2HD47,A0A8T2HD47_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As01g051920,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),634,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2HHC9,A0A8T2HHC9_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As01g052460,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),630,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GTF4,A0A8T2GTF4_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g053710,Arabidopsis thaliana x Arabidopsis arenosa,627,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A1J3EJE4,A0A1J3EJE4_NOCCA,unreviewed,"Pentatricopeptide repeat-containing protein, mitochondrial",LC_TR8859_c4_g1_i1_g.30922,Noccaea caerulescens (Alpine penny-cress) (Thlaspi caerulescens),184,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BNE0,A0A8T2BNE0_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As07g002560,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),633,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GST2,A0A8T2GST2_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g052960,Arabidopsis thaliana x Arabidopsis arenosa,630,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A1J3DPB3,A0A1J3DPB3_NOCCA,unreviewed,"Pentatricopeptide repeat-containing protein, mitochondrial",GA_TR9797_c8_g1_i1_g.31603,Noccaea caerulescens (Alpine penny-cress) (Thlaspi caerulescens),379,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A1J3H370,A0A1J3H370_NOCCA,unreviewed,"Pentatricopeptide repeat-containing protein, mitochondrial",LE_TR4499_c5_g1_i1_g.15042,Noccaea caerulescens (Alpine penny-cress) (Thlaspi caerulescens),459,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BN49,A0A8T2BN49_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As07g001960,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),623,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A565BBY7,A0A565BBY7_9BRAS,unreviewed,Pentacotripeptide-repeat region of PRORP domain-containing protein,ANE_LOCUS8845,Arabis nemorensis,623,AT1G62720.1,Genetic Information Processing,Pentacotripeptide
A0A8T2GS74,A0A8T2GS74_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g053420,Arabidopsis thaliana x Arabidopsis arenosa,622,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2HFY9,A0A8T2HFY9_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As01g052760,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),577,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
R0GFT3,R0GFT3_9BRAS,unreviewed,Pentacotripeptide-repeat region of PRORP domain-containing protein,CARUB_v10022281mg,Capsella rubella,493,AT1G62720.1,Genetic Information Processing,Pentacotripeptide
A0A8T2BHU4,A0A8T2BHU4_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_Aa02g001130,Arabidopsis thaliana x Arabidopsis arenosa,671,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GSL9,A0A8T2GSL9_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g053490,Arabidopsis thaliana x Arabidopsis arenosa,670,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BC26,A0A8T2BC26_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_Aa02g002580,Arabidopsis thaliana x Arabidopsis arenosa,633,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BE14,A0A8T2BE14_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_Aa02g001540,Arabidopsis thaliana x Arabidopsis arenosa,628,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BM30,A0A8T2BM30_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_Aa02g001840,Arabidopsis thaliana x Arabidopsis arenosa,633,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BWH2,A0A8T2BWH2_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As07g001890,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),633,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GS56,A0A8T2GS56_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g053210,Arabidopsis thaliana x Arabidopsis arenosa,613,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GSY9,A0A8T2GSY9_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g053770,Arabidopsis thaliana x Arabidopsis arenosa,577,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BP03,A0A8T2BP03_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As07g001130,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),646,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BN93,A0A8T2BN93_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As07g002460,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),628,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BSD3,A0A8T2BSD3_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As07g002410,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),491,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GTC5,A0A8T2GTC5_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g053430,Arabidopsis thaliana x Arabidopsis arenosa,614,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BI54,A0A8T2BI54_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_Aa02g001940,Arabidopsis thaliana x Arabidopsis arenosa,1265,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2BS42,A0A8T2BS42_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As07g001630,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),628,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GSS5,A0A8T2GSS5_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g052880,Arabidopsis thaliana x Arabidopsis arenosa,633,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2GSH6,A0A8T2GSH6_9BRAS,unreviewed,Pentatricopeptide repeat,ISN45_At01g053010,Arabidopsis thaliana x Arabidopsis arenosa,438,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
A0A8T2HGF4,A0A8T2HGF4_ARASU,unreviewed,Pentatricopeptide repeat,ISN44_As01g052000,Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica),1156,AT1G62720.1,Genetic Information Processing,Pentatricopeptide
Q9LQ16,PPR94_ARATH,reviewed,Pentatricopeptide repeat-containing protein At1g62910,At1g62910 F16P17.5,Arabidopsis thaliana (Mouse-ear cress),632,AT1G62910.1,Genetic Information Processing,Pentatricopeptide
Q9LQ15,PPR95_ARATH,reviewed,"Pentatricopeptide repeat-containing protein At1g62914, mitochondrial",At1g62914 F16P17.6,Arabidopsis thaliana (Mouse-ear cress),528,AT1G62914.1,Genetic Information Processing,Pentatricopeptide
