Dsc	Family ID	Aalpina	Ahalleri	Alyrata	Athaliana	Cpapaya
AT4G37270	OG0003467	2	2	2	1	1
AT4G24340	OG0003468	1	2	2	2	1
AT3G25290	OG0003469	1	2	2	2	1
AT2G05840	OG0003470	1	2	2	2	1
AT4G29210	OG0003471	3	1	1	1	2
AT1G14490	OG0003472	1	2	2	2	1
AT4G21390	OG0003473	1	2	1	1	3
AT2G18670	OG0003474	1	2	2	2	1
AT4G20910	OG0003475	2	2	2	2	0
AT4G20350	OG0003476	4	1	1	1	1
AT4G17895	OG0003477	1	1	1	1	4
AT2G16750	OG0003478	1	2	2	2	1
AT4G18210	OG0003479	2	2	2	2	0
AT4G26480	OG0003480	2	2	1	2	1
AT4G23350	OG0003481	1	1	1	5	0
AT4G26720	OG0003482	1	2	2	2	1
AT4G19040	OG0003483	1	2	2	2	1
AT2G18180	OG0003484	1	2	2	2	1
AT4G27460	OG0003485	2	1	2	2	1
AT1G43770	OG0003486	1	2	2	1	2
AT4G24810	OG0003487	1	1	3	2	1
AT4G18260	OG0003488	2	2	1	1	2
AT4G24770	OG0003489	1	2	2	2	1
AT3G19860	OG0003490	1	1	2	2	2
AT1G31850	OG0003491	1	2	2	2	1
AT1G64220	OG0003492	1	2	2	2	1
AT2G25430	OG0003493	1	1	2	2	2
AT3G20580	OG0003494	1	2	2	2	1
AT4G28365	OG0003495	1	1	2	2	2
AT1G36280	OG0003496	1	2	2	2	1
AT4G26910	OG0003497	1	2	2	2	1
AT4G25940	OG0003498	2	1	2	2	1
AT4G20050	OG0003499	1	1	1	1	4
AT2G25310	OG0003500	2	1	2	2	1
AT5G26710	OG0003501	2	2	2	1	1
AT4G18425	OG0003502	1	1	3	2	1
AT4G19880	OG0003503	1	2	2	2	1
AT4G31540	OG0003504	1	2	1	1	3
AT4G19080	OG0003505	4	1	2	1	0
AT2G15000	OG0003506	1	2	2	2	1
AT4G27100	OG0003507	1	2	2	2	1
AT1G30515	OG0003508	1	1	3	2	1
AT2G22310	OG0003509	1	2	2	2	1
AT4G30160	OG0003510	1	2	2	2	1
AT2G25350	OG0003511	1	2	2	2	1
AT4G25730	OG0003512	1	2	2	1	2
AT1G69190	OG0003513	1	2	2	2	1
AT4G33790	OG0003514	1	1	1	1	4
AT2G23940	OG0003515	1	2	2	2	1
AT2G25770	OG0003516	2	1	2	2	1
AT4G11070	OG0003517	1	2	2	2	1
AT4G22285	OG0003518	1	1	1	3	2
AT4G05400	OG0003519	1	2	2	2	1
AT1G20920	OG0003520	1	2	3	2	0
AT4G27020	OG0003521	1	2	2	2	1
AT4G28070	OG0003522	1	2	2	2	1
AT1G12600	OG0003523	1	2	2	2	1
AT4G35730	OG0003524	1	3	1	1	2
AT5G50115	OG0003525	1	2	4	1	0
AT2G16230	OG0003526	1	1	1	2	3
AT2G25355	OG0003527	1	2	2	2	1
AT2G17770	OG0003528	1	2	2	2	1
AT2G35170	OG0003529	2	2	2	2	0
AT5G07620	OG0003530	1	2	2	2	1
AT1G32280	OG0003531	2	1	2	2	1
AT5G09520	OG0003532	2	2	2	2	0
AT5G61060	OG0003533	1	1	3	2	1
AT5G09770	OG0003534	1	2	2	2	1
AT3G44940	OG0003535	1	2	2	2	1
AT3G05940	OG0003536	1	2	2	2	1
AT5G26070	OG0003537	2	2	2	2	0
AT3G45090	OG0003538	1	2	2	2	1
AT4G27910	OG0003539	1	2	2	2	1
AT5G11370	OG0003540	1	2	2	3	0
AT5G19990	OG0003541	1	2	2	2	1
AT3G03290	OG0003542	1	2	2	2	1
AT5G09410	OG0003543	1	2	2	2	1
AT5G03610	OG0003544	3	2	1	1	1
AT4G12410	OG0003545	1	2	2	2	1
AT3G45430	OG0003546	1	2	2	3	0
AT5G11170	OG0003547	1	2	2	2	1
AT3G62850	OG0003548	1	3	3	1	0
AT5G39720	OG0003549	3	1	2	2	0
AT5G07180	OG0003550	1	2	2	2	1
AT3G48050	OG0003551	1	2	2	2	1
AT5G10660	OG0003552	1	2	2	2	1
AT3G49410	OG0003553	1	2	2	2	1
AT4G27350	OG0003554	1	2	2	2	1
AT5G07890	OG0003555	1	2	2	2	1
AT5G09280	OG0003556	3	1	1	1	2
AT1G30330	OG0003557	1	1	1	1	4
AT3G14390	OG0003558	1	2	2	2	1
AT3G11280	OG0003559	1	1	2	2	2
AT3G48730	OG0003560	1	2	2	2	1
AT5G58060	OG0003561	1	2	1	2	2
AT5G07470	OG0003562	1	2	2	2	1
AT4G24630	OG0003563	1	2	2	2	1
AT5G26830	OG0003564	1	2	3	1	1
AT3G01640	OG0003565	1	2	2	2	1
AT5G67100	OG0003566	1	1	4	1	1
AT5G09830	OG0003567	2	2	2	1	1
AT5G07050	OG0003568	1	1	1	1	4
AT4G26630	OG0003569	1	2	2	2	1
AT4G26990	OG0003570	1	2	2	2	1
AT1G18310	OG0003571	2	1	1	2	2
AT1G65845	OG0003572	5	1	1	1	0
AT3G01310	OG0003573	1	2	2	2	1
AT5G08370	OG0003574	1	4	1	1	1
AT5G08300	OG0003575	1	2	2	2	1
AT5G64630	OG0003576	1	2	1	1	3
AT5G25900	OG0003577	1	1	2	1	3
AT5G08430	OG0003578	1	1	1	1	4
AT5G61700	OG0003579	1	2	3	2	0
AT2G06005	OG0003580	1	2	2	2	1
AT1G35430	OG0003581	1	2	2	2	1
AT4G26550	OG0003582	1	2	2	2	1
AT3G47460	OG0003583	1	2	2	2	1
AT3G48800	OG0003584	1	2	2	2	1
AT3G50960	OG0003585	1	2	2	2	1
AT5G10210	OG0003586	1	2	2	2	1
AT4G27070	OG0003587	1	2	2	2	1
AT5G10800	OG0003588	1	2	2	2	1
AT5G07730	OG0003589	1	2	2	2	1
AT4G27760	OG0003590	1	2	2	2	1
AT4G25440	OG0003591	1	2	2	2	1
AT1G47960	OG0003592	1	2	2	2	1
AT4G24390	OG0003593	1	2	2	2	1
AT4G25150	OG0003594	1	2	2	2	1
AT5G63380	OG0003595	1	1	1	1	4
AT5G07340	OG0003596	1	2	2	2	1
AT5G04680	OG0003597	3	2	1	2	0
AT5G60520	OG0003598	1	1	2	2	2
AT4G25250	OG0003599	1	2	2	2	1
AT4G27900	OG0003600	1	2	2	2	1
AT1G74210	OG0003601	1	2	2	2	1
AT5G24900	OG0003602	2	3	0	2	1
AT5G08240	OG0003603	1	2	2	2	1
AT4G25990	OG0003604	1	2	2	2	1
AT5G10930	OG0003605	2	0	3	2	1
AT3G04830	OG0003606	1	2	2	2	1
AT5G08270	OG0003607	1	2	2	2	1
AT5G07860	OG0003608	3	2	1	2	0
AT5G02800	OG0003609	1	1	2	1	3
AT3G50090	OG0003610	1	2	2	2	1
AT3G44110	OG0003611	1	1	1	2	3
AT5G24770	OG0003612	1	2	3	2	0
AT3G10760	OG0003613	1	2	2	2	1
AT5G56090	OG0003614	1	2	3	1	1
AT4G17490	OG0003615	2	1	2	2	1
AT3G01930	OG0003616	1	2	2	2	1
AT5G64760	OG0003617	2	2	2	1	1
AT5G23980	OG0003618	1	2	2	2	1
AT5G12310	OG0003619	2	2	2	2	0
AT3G48360	OG0003620	1	2	2	2	1
AT3G11100	OG0003621	1	2	2	2	1
AT5G09840	OG0003622	1	2	2	2	1
AT5G25040	OG0003623	1	2	2	2	1
AT1G33890	OG0003624	1	2	2	3	0
AT3G06210	OG0003625	1	2	2	2	1
AT2G25500	OG0003626	1	1	2	2	2
AT5G08230	OG0003627	1	2	2	2	1
AT5G07140	OG0003628	1	2	2	2	1
AT5G03740	OG0003629	1	2	2	1	2
AT3G20800	OG0003630	1	2	2	2	1
AT5G51370	OG0003631	1	2	2	2	1
AT5G10060	OG0003632	1	2	2	2	1
AT5G08340	OG0003633	1	4	1	1	1
AT4G25890	OG0003634	1	2	2	2	1
AT5G09910	OG0003635	1	2	2	2	1
AT3G45230	OG0003636	1	2	2	2	1
AT4G25400	OG0003637	1	2	2	2	1
AT5G09350	OG0003638	1	2	2	2	1
AT3G10470	OG0003639	1	2	2	2	1
AT5G02790	OG0003640	1	1	1	1	4
AT5G08565	OG0003641	1	2	2	2	1
AT2G18876	OG0003642	1	2	2	2	1
AT5G23530	OG0003643	1	1	1	1	4
AT4G26540	OG0003644	1	2	2	2	1
AT5G55960	OG0003645	1	2	3	1	1
AT4G24970	OG0003646	1	2	2	2	1
AT4G27780	OG0003647	1	2	2	2	1
AT3G05420	OG0003648	1	2	2	2	1
AT5G05340	OG0003649	1	1	1	1	4
AT1G49140	OG0003650	1	2	2	2	1
AT2G30370	OG0003651	1	2	1	2	2
AT2G29960	OG0003652	1	2	2	2	1
AT3G11440	OG0003653	1	2	2	2	1
AT1G55610	OG0003654	1	2	2	2	1
AT4G17710	OG0003655	1	2	2	2	1
AT2G14000	OG0003656	1	1	2	4	0
AT4G16765	OG0003657	2	1	2	2	1
AT3G01500	OG0003658	1	2	2	2	1
AALP_AAs39707U000100	OG0003659	5	3	0	0	0
AT5G16690	OG0003660	3	1	1	1	2
AT5G17410	OG0003661	1	1	1	1	4
AT1G44170	OG0003662	1	2	3	1	1
AT4G14713	OG0003663	1	2	2	2	1
AT5G33340	OG0003664	3	1	2	1	1
AT3G11450	OG0003665	1	2	2	2	1
AT1G18900	OG0003666	1	2	2	2	1
AT1G66520	OG0003667	1	2	3	1	1
AT4G24940	OG0003668	1	1	2	3	1
AT1G58030	OG0003669	1	2	2	2	1
AT2G32295	OG0003670	1	2	2	2	1
AALP_AAs41097U000200	OG0003671	1	7	0	0	0
AT4G10970	OG0003672	1	2	2	2	1
AT3G16950	OG0003673	1	2	2	2	1
AALP_AAs53541U000100	OG0003674	1	7	0	0	0
AT2G22690	OG0003675	0	3	2	2	1
AT1G23160	OG0003676	0	2	3	3	0
AT1G31880	OG0003677	0	2	2	3	1
AT1G48700	OG0003678	0	4	1	3	0
Ah1G03160	OG0003679	0	4	4	0	0
AT2G40790	OG0003680	0	6	1	1	0
Ah1G38370	OG0003681	0	1	7	0	0
AT1G06280	OG0003682	0	1	2	2	3
AT1G20780	OG0003683	0	2	2	2	2
AT1G07530	OG0003684	0	1	1	1	5
AT1G13860	OG0003685	0	3	2	2	1
AT1G16240	OG0003686	0	2	2	2	2
AT1G47620	OG0003687	0	1	5	2	0
AT1G22100	OG0003688	0	2	2	4	0
AT1G34040	OG0003689	0	2	2	2	2
AT1G50420	OG0003690	0	1	1	1	5
AT1G11145	OG0003691	0	2	5	1	0
AT1G11350	OG0003692	0	2	2	1	3
AT1G13880	OG0003693	0	2	2	2	2
AT1G32230	OG0003694	0	2	2	2	2
AT1G16010	OG0003695	0	2	3	2	1
AT1G48405	OG0003696	0	2	3	2	1
AT1G17460	OG0003697	0	2	2	2	2
AT1G23950	OG0003698	0	1	4	3	0
AT1G09640	OG0003699	0	2	2	2	2
AT1G29400	OG0003700	0	2	2	1	3
AT1G17880	OG0003701	0	2	2	2	2
AT1G48840	OG0003702	0	2	3	2	1
AT1G56070	OG0003703	0	2	3	2	1
AT1G06700	OG0003704	0	2	3	3	0
AT1G49400	OG0003705	0	2	3	2	1
AT1G32210	OG0003706	0	3	2	2	1
AT1G50260	OG0003707	0	2	2	2	2
AT1G52420	OG0003708	0	2	3	2	1
AT1G52570	OG0003709	0	2	2	2	2
AT1G23110	OG0003710	0	2	3	2	1
AT1G15750	OG0003711	0	2	2	2	2
AT1G18840	OG0003712	0	2	2	2	2
AT1G32530	OG0003713	0	2	2	2	2
AT1G13620	OG0003714	0	2	2	2	2
AT1G29470	OG0003715	0	3	2	2	1
AT1G19400	OG0003716	0	2	2	2	2
AT1G51840	OG0003717	0	3	2	2	1
AT1G22882	OG0003718	0	2	2	2	2
AT1G54250	OG0003719	0	3	2	2	1
AT1G13560	OG0003720	0	2	3	2	1
AT1G16220	OG0003721	0	2	2	2	2
AT3G04150	OG0003722	0	4	2	2	0
AT1G65990	OG0003723	0	2	4	2	0
AT3G29639	OG0003724	0	2	2	3	1
AT3G12020	OG0003725	0	2	2	2	2
AT3G02990	OG0003726	0	2	3	2	1
AT2G11620	OG0003727	0	2	2	4	0
Ah1U00450	OG0003728	0	8	0	0	0
AT5G10650	OG0003729	0	3	2	2	1
AT5G22660	OG0003730	0	5	1	2	0
AT3G02890	OG0003731	0	2	2	2	2
AT5G03220	OG0003732	0	2	3	2	1
AT3G04860	OG0003733	0	2	2	2	2
AT1G24545	OG0003734	0	4	2	1	1
Ah2G11300	OG0003735	0	4	4	0	0
AT3G60180	OG0003736	0	2	2	3	1
AT3G49290	OG0003737	0	2	2	2	2
AT2G30110	OG0003738	0	2	2	2	2
AT4G10800	OG0003739	0	1	1	1	5
AT4G38560	OG0003740	0	2	2	2	2
AT5G05420	OG0003741	0	2	3	2	1
AT5G01120	OG0003742	0	2	4	2	0
AT1G35820	OG0003743	0	3	1	4	0
AT3G05640	OG0003744	0	2	2	2	2
AT4G12460	OG0003745	0	2	2	2	2
AT2G35070	OG0003746	0	6	0	2	0
AT2G31900	OG0003747	0	2	2	2	2
AT2G29820	OG0003748	0	2	3	3	0
AT2G39300	OG0003749	0	2	3	2	1
AT2G32400	OG0003750	0	1	2	1	4
AT2G36250	OG0003751	0	2	4	2	0
AT2G44080	OG0003752	0	2	2	2	2
AT2G24360	OG0003753	0	2	2	2	2
AT2G25070	OG0003754	0	2	2	2	2
AT2G42260	OG0003755	0	2	2	2	2
AT2G37430	OG0003756	0	2	2	2	2
AT2G46440	OG0003757	0	2	4	2	0
AT2G45950	OG0003758	0	2	2	2	2
AT2G21655	OG0003759	0	2	2	4	0
AT2G22360	OG0003760	0	4	2	2	0
AT2G40810	OG0003761	0	2	3	2	1
AT1G78640	OG0003762	0	1	3	2	2
AT2G42670	OG0003763	0	2	2	2	2
AT2G23190	OG0003764	0	3	3	2	0
AT2G37030	OG0003765	0	2	2	2	2
AT1G30135	OG0003766	0	1	3	2	2
AT2G21930	OG0003767	0	1	5	2	0
AT2G34770	OG0003768	0	2	2	2	2
AT2G45070	OG0003769	0	2	2	2	2
AT2G43240	OG0003770	0	3	2	2	1
AT1G20600	OG0003771	0	1	3	3	1
AT2G36320	OG0003772	0	2	3	2	1
AT2G46590	OG0003773	0	2	2	2	2
AT2G42190	OG0003774	0	2	2	2	2
AT2G23450	OG0003775	0	1	2	2	3
AT2G30050	OG0003776	0	2	2	2	2
AT4G13420	OG0003777	0	2	3	1	2
AT1G64610	OG0003778	0	2	3	2	1
AT4G27690	OG0003779	0	3	2	2	1
Ah3G41280	OG0003780	0	5	3	0	0
AT3G22520	OG0003781	0	2	2	2	2
AT1G64320	OG0003782	0	2	2	2	2
AT4G17486	OG0003783	0	2	2	2	2
AT3G42560	OG0003784	0	3	1	2	2
AT4G27270	OG0003785	0	2	3	1	2
AT5G39460	OG0003786	0	1	3	4	0
AT4G19410	OG0003787	0	2	2	2	2
AT4G21950	OG0003788	0	3	4	1	0
AT3G29100	OG0003789	0	2	2	2	2
AT4G26570	OG0003790	0	2	3	2	1
AT3G22460	OG0003791	0	2	2	2	2
AT1G79940	OG0003792	0	2	2	2	2
AT2G05117	OG0003793	0	1	2	3	2
AT2G15530	OG0003794	0	2	2	2	2
AT3G27420	OG0003795	0	2	2	2	2
AT1G64330	OG0003796	0	3	2	2	1
AT3G24870	OG0003797	0	2	3	2	1
AT2G18600	OG0003798	0	2	2	2	2
AT1G66070	OG0003799	0	2	3	2	1
AT2G16370	OG0003800	0	3	2	2	1
AT2G19730	OG0003801	0	2	2	2	2
AT1G53705	OG0003802	0	1	0	7	0
AT3G45180	OG0003803	0	2	2	2	2
AT3G45450	OG0003804	0	2	3	3	0
AT3G51950	OG0003805	0	2	2	2	2
Ah5G14450	OG0003806	0	1	1	0	6
AT3G42170	OG0003807	0	1	5	1	1
AT3G60980	OG0003808	0	2	5	1	0
AT3G49720	OG0003809	0	2	2	2	2
AT3G55410	OG0003810	0	2	3	2	1
AT3G45630	OG0003811	0	2	3	2	1
AT3G46290	OG0003812	0	2	2	2	2
AT2G07698	OG0003813	0	1	2	4	1
AT3G14510	OG0003814	0	1	2	5	0
AT3G21920	OG0003815	0	2	4	2	0
AT3G25230	OG0003816	0	2	2	2	2
AT3G10360	OG0003817	0	1	2	1	4
AT3G16420	OG0003818	0	3	3	2	0
AT3G07650	OG0003819	0	2	3	2	1
AT5G17080	OG0003820	0	1	5	2	0
AT3G21390	OG0003821	0	3	2	2	1
AT2G16290	OG0003822	0	1	3	3	1
AT3G20690	OG0003823	0	1	4	3	0
AT1G65390	OG0003824	0	3	3	2	0
AT5G46040	OG0003825	0	2	2	2	2
AT2G37720	OG0003826	0	1	2	2	3
AT1G77340	OG0003827	0	1	4	2	1
AT5G56240	OG0003828	0	2	3	2	1
AT5G58050	OG0003829	0	2	2	2	2
AT5G50530	OG0003830	0	2	2	3	1
AT5G43490	OG0003831	0	1	4	2	1
Ah2U01690	OG0003832	0	1	7	0	0
AL2G16670	OG0003833	0	0	8	0	0
AL1G61790	OG0003834	0	0	8	0	0
AT1G28305	OG0003835	0	0	1	2	5
AT1G70380	OG0003836	0	0	4	4	0
AT1G61090	OG0003837	0	0	4	4	0
AT1G77780	OG0003838	0	0	1	1	6
AT5G37415	OG0003839	0	0	0	8	0
null	OG0003840	0	0	0	0	8
null	OG0003841	0	0	0	0	8
null	OG0003842	0	0	0	0	8
null	OG0003843	0	0	0	0	8
null	OG0003844	0	0	0	0	8
null	OG0003845	0	0	0	0	8
null	OG0003846	0	0	0	0	8
null	OG0003847	0	0	0	0	8
null	OG0003848	0	0	0	0	8
null	OG0003849	0	0	0	0	8
null	OG0003850	0	0	0	0	8
null	OG0003851	0	0	0	0	8
null	OG0003852	0	0	0	0	8
null	OG0003853	0	0	0	0	8
null	OG0003854	0	0	0	0	8
AT1G12550	OG0003855	4	1	1	1	0
AT1G30240	OG0003856	2	1	2	1	1
AT1G29770	OG0003857	1	2	2	2	0
AT1G21310	OG0003858	1	2	1	2	1
AT1G28260	OG0003859	1	1	2	2	1
AALP_AA1G150100	OG0003860	7	0	0	0	0
AT1G11880	OG0003861	2	2	1	1	1
AALP_AA1G126600	OG0003862	5	2	0	0	0
AT1G10100	OG0003863	1	1	2	2	1
AT1G47056	OG0003864	1	1	2	2	1
AT1G31340	OG0003865	1	2	2	2	0
AT1G61350	OG0003866	2	1	2	1	1
AT1G24340	OG0003867	1	2	2	1	1
AT1G14685	OG0003868	1	1	2	2	1
AT1G04580	OG0003869	1	2	2	2	0
AT1G30720	OG0003870	1	2	2	2	0
AT1G72175	OG0003871	2	2	1	1	1
AT1G30160	OG0003872	2	2	2	1	0
AT3G55860	OG0003873	3	1	2	1	0
AT1G20830	OG0003874	1	1	1	1	3
AT1G09910	OG0003875	1	1	1	1	3
AT1G77710	OG0003876	2	2	1	1	1
AT1G28070	OG0003877	2	1	1	2	1
AT1G18520	OG0003878	1	1	1	1	3
AT5G01160	OG0003879	1	3	1	1	1
AT2G42725	OG0003880	1	1	2	3	0
AT1G18800	OG0003881	2	2	0	2	1
AT1G14020	OG0003882	1	1	2	2	1
AT1G28240	OG0003883	1	1	1	1	3
AT1G12740	OG0003884	2	1	1	1	2
AT1G16570	OG0003885	1	1	3	1	1
AT2G27260	OG0003886	2	1	1	1	2
AT1G16670	OG0003887	1	1	1	1	3
AT1G03475	OG0003888	1	1	2	2	1
AT1G02570	OG0003889	2	2	1	2	0
AT4G03080	OG0003890	2	1	1	1	2
AT1G29340	OG0003891	2	1	2	1	1
AT1G03090	OG0003892	1	2	1	2	1
AT1G29020	OG0003893	1	2	2	2	0
AT1G12610	OG0003894	1	2	2	2	0
AALP_AA1G205600	OG0003895	7	0	0	0	0
AT1G08920	OG0003896	1	1	1	1	3
AT1G30630	OG0003897	2	1	1	2	1
AT2G44840	OG0003898	2	0	2	1	2
AT1G20890	OG0003899	1	1	2	2	1
AT1G26520	OG0003900	1	1	3	1	1
AT1G06670	OG0003901	2	0	2	2	1
AT1G25540	OG0003902	1	1	1	1	3
AT1G08230	OG0003903	2	1	1	1	2
AT1G08890	OG0003904	1	2	2	2	0
AT1G13110	OG0003905	2	1	3	1	0
AT1G22710	OG0003906	2	1	2	1	1
AALP_AA1G328800	OG0003907	7	0	0	0	0
AT4G13520	OG0003908	1	1	3	1	1
AT1G06350	OG0003909	1	2	2	2	0
AT1G02040	OG0003910	1	1	1	1	3
AT1G65300	OG0003911	3	2	0	2	0
AT1G10950	OG0003912	2	1	1	1	2
AT1G32120	OG0003913	1	1	1	1	3
AT1G05260	OG0003914	1	1	1	1	3
AT1G09480	OG0003915	1	1	2	3	0
AT1G31220	OG0003916	1	2	2	1	1
AT1G24020	OG0003917	2	1	2	1	1
AT1G24440	OG0003918	1	1	1	1	3
AT1G24360	OG0003919	1	2	2	1	1
AT1G06490	OG0003920	1	2	2	2	0
AT1G01700	OG0003921	1	2	1	2	1
AT1G09950	OG0003922	1	0	2	2	2
AT1G02960	OG0003923	1	2	1	2	1
AT1G03970	OG0003924	1	1	4	1	0
AT1G14470	OG0003925	1	1	2	1	2
AT1G20350	OG0003926	1	2	1	2	1
AT1G77180	OG0003927	2	1	2	1	1
AT1G32130	OG0003928	3	1	1	1	1
AT1G13230	OG0003929	2	1	2	2	0
AT1G14780	OG0003930	1	2	2	1	1
AT3G10116	OG0003931	4	1	1	1	0
AT1G20410	OG0003932	1	1	2	1	2
AT1G62390	OG0003933	2	1	1	1	2
AT1G02850	OG0003934	2	1	1	1	2
AT1G43260	OG0003935	1	3	1	2	0
AT1G15120	OG0003936	2	1	1	2	1
AT1G56450	OG0003937	2	2	2	1	0
AT1G25420	OG0003938	1	2	1	1	2
AT1G05530	OG0003939	1	2	2	2	0
AT1G01725	OG0003940	1	2	1	2	1
AT1G23770	OG0003941	1	0	3	2	1
AT1G17060	OG0003942	1	0	2	1	3
AT1G77130	OG0003943	2	1	1	1	2
AT1G14850	OG0003944	1	1	3	1	1
AT1G17130	OG0003945	3	1	1	1	1
AT1G12010	OG0003946	2	1	2	2	0
AT1G42440	OG0003947	1	2	2	1	1
AT1G04030	OG0003948	1	1	1	1	3
AT1G30972	OG0003949	1	2	2	2	0
AT1G07490	OG0003950	1	2	1	2	1
AT1G30670	OG0003951	1	2	2	2	0
AALP_AA1G302100	OG0003952	2	0	4	0	1
AT1G01900	OG0003953	1	1	1	1	3
AT1G04090	OG0003954	2	1	2	2	0
AT2G43860	OG0003955	4	1	1	1	0
AT1G06680	OG0003956	2	1	2	1	1
AT1G22050	OG0003957	2	2	1	2	0
AT4G15130	OG0003958	2	1	1	1	2
AT1G09410	OG0003959	1	1	2	2	1
AT1G33590	OG0003960	1	2	1	2	1
AT1G63210	OG0003961	1	1	2	2	1
AT1G72120	OG0003962	3	0	2	2	0
AT3G55340	OG0003963	2	2	1	1	1
AT1G80620	OG0003964	1	1	3	1	1
AT1G78060	OG0003965	2	1	1	1	2
AALP_AA2G238000	OG0003966	4	2	1	0	0
AT1G62300	OG0003967	1	1	1	1	3
AT1G76770	OG0003968	1	2	1	2	1
AT1G63190	OG0003969	4	0	2	1	0
AT1G68320	OG0003970	1	1	1	1	3
AT2G40910	OG0003971	1	2	2	2	0
AT1G23190	OG0003972	1	1	2	2	1
AT1G72050	OG0003973	3	1	1	1	1
AT2G39780	OG0003974	3	1	1	1	1
AT1G71190	OG0003975	1	1	3	1	1
AT1G17860	OG0003976	4	1	1	1	0
AT1G16370	OG0003977	2	1	2	2	0
AT3G26100	OG0003978	1	2	2	1	1
AT1G80080	OG0003979	3	1	1	1	1
AT1G12040	OG0003980	1	2	2	2	0
AT1G73350	OG0003981	2	1	2	1	1
AT3G05727	OG0003982	4	1	1	1	0
AT1G23210	OG0003983	1	2	1	2	1
AT1G78780	OG0003984	1	1	1	1	3
AT1G66180	OG0003985	1	2	1	2	1
AT1G75710	OG0003986	1	1	1	1	3
AT1G76880	OG0003987	1	2	1	1	2
AT5G51130	OG0003988	3	1	1	1	1
AT1G71250	OG0003989	3	1	1	1	1
AT1G60787	OG0003990	1	3	1	2	0
AT1G20880	OG0003991	1	1	2	2	1
AT1G71980	OG0003992	1	1	2	1	2
AT1G22680	OG0003993	1	1	2	2	1
AT1G69120	OG0003994	2	1	1	1	2
AT5G40520	OG0003995	2	2	1	1	1
AALP_AA2G127300	OG0003996	7	0	0	0	0
AT2G26000	OG0003997	1	2	2	1	1
AT1G62920	OG0003998	1	1	1	3	1
AALP_AA2G038700	OG0003999	7	0	0	0	0
AT4G19690	OG0004000	3	0	3	1	0
AT1G77145	OG0004001	1	1	1	2	2
AT1G79280	OG0004002	1	1	3	1	1
AALP_AA2G061100	OG0004003	7	0	0	0	0
AT2G18790	OG0004004	2	1	2	2	0
AT1G80840	OG0004005	1	1	1	2	2
AT1G60420	OG0004006	1	1	1	1	3
AT1G66730	OG0004007	1	1	1	1	3
AT1G59710	OG0004008	1	1	2	2	1
AT4G21700	OG0004009	1	0	3	1	2
AT1G63470	OG0004010	2	2	0	2	1
AT4G33370	OG0004011	1	1	2	2	1
AT5G11180	OG0004012	2	1	2	2	0
AT1G61000	OG0004013	1	3	1	1	1
AT3G22640	OG0004014	1	1	1	1	3
AT1G63440	OG0004015	1	1	1	1	3
AT1G66150	OG0004016	1	1	1	1	3
AT1G67230	OG0004017	1	1	1	1	3
AT1G44180	OG0004018	2	1	2	2	0
AT1G15460	OG0004019	1	2	1	2	1
AT1G70210	OG0004020	1	1	1	1	3
AT1G75530	OG0004021	1	1	1	2	2
AT1G25370	OG0004022	1	1	2	2	1
AT1G59670	OG0004023	1	3	1	2	0
AT1G57600	OG0004024	2	1	1	1	2
AT1G79090	OG0004025	1	2	2	1	1
AT1G21170	OG0004026	1	1	2	2	1
AT1G73890	OG0004027	1	2	2	1	1
AT1G61520	OG0004028	1	2	2	1	1
AT1G71170	OG0004029	1	0	2	2	2
AT3G21910	OG0004030	4	1	1	1	0
AT1G71910	OG0004031	1	1	2	1	2
AT3G61440	OG0004032	1	2	2	1	1
AALP_AA3G256000	OG0004033	5	1	1	0	0
AT3G04610	OG0004034	1	3	1	1	1
AT1G61270	OG0004035	1	2	2	2	0
AT2G05230	OG0004036	1	1	1	3	1
AT3G18730	OG0004037	2	1	1	1	2
AT3G23020	OG0004038	1	1	3	1	1
AT3G10370	OG0004039	1	1	2	1	2
AT3G05990	OG0004040	2	1	1	2	1
AT1G55500	OG0004041	1	1	2	2	1
AT3G03750	OG0004042	2	2	1	1	1
AT1G44110	OG0004043	2	2	1	1	1
AT1G02770	OG0004044	1	2	2	2	0
AT5G18670	OG0004045	2	1	2	1	1
AT3G15000	OG0004046	1	1	3	1	1
ATCG00430	OG0004047	1	1	3	1	1
AT5G37940	OG0004048	1	2	1	3	0
AT3G19640	OG0004049	3	1	1	1	1
AALP_AA3G032500	OG0004050	4	0	3	0	0
AT1G53570	OG0004051	1	1	1	1	3
AT3G24320	OG0004052	1	1	2	1	2
AT4G33690	OG0004053	1	2	2	1	1
AT3G25190	OG0004054	1	2	2	1	1
AT3G24350	OG0004055	1	2	2	1	1
AT1G50410	OG0004056	1	1	2	2	1
AT3G07190	OG0004057	1	1	2	2	1
AT3G02710	OG0004058	1	1	2	1	2
AT3G17730	OG0004059	1	1	1	1	3
AT2G13620	OG0004060	1	1	1	1	3
AT3G14205	OG0004061	1	1	1	1	3
AT3G01870	OG0004062	1	2	2	2	0
AT3G06868	OG0004063	1	1	2	2	1
AT2G16710	OG0004064	1	2	1	1	2
ATCG00280	OG0004065	1	1	3	1	1
AT3G03770	OG0004066	1	2	1	1	2
AT3G11830	OG0004067	2	1	1	1	2
AT3G20590	OG0004068	1	1	2	2	1
AT3G21351	OG0004069	1	2	2	2	0
AT4G36790	OG0004070	2	2	1	1	1
AT5G04590	OG0004071	2	2	1	1	1
AT3G10420	OG0004072	1	3	1	1	1
AT1G52940	OG0004073	1	1	1	2	2
