accession	assembly	sample_name	location	latitude	longitude	pop_name	OG0000007	OG0000009	OG0000012	OG0000015	OG0000016	OG0000022	OG0000024	OG0000027	OG0000029	OG0000030	OG0000038	OG0000039	OG0000040	OG0000042	OG0000045	OG0000046	OG0000047	OG0000049	OG0000054	OG0000060	OG0000065	OG0000074	OG0000075	OG0000077	OG0000083	OG0000086	OG0000087	OG0000090	OG0000093	OG0000095	OG0000096	OG0000100	OG0000103	OG0000106	OG0000107	OG0000118	OG0000126	OG0000141	OG0000142	OG0000147	OG0000150	OG0000158	OG0000159	OG0000164	OG0000166	OG0000167	OG0000170	OG0000182	OG0000184	OG0000185	OG0000186	OG0000188	OG0000192	OG0000196	OG0000199	OG0000200	OG0000202	OG0000205	OG0000206	OG0000207	OG0000210	OG0000213	OG0000217	OG0000220	OG0000224	OG0000228	OG0000242	OG0000248	OG0000253	OG0000255	OG0000258	OG0000261	OG0000264	OG0000266	OG0000269	OG0000271	OG0000272	OG0000276	OG0000297	OG0000298	OG0000299	OG0000319	OG0000320	OG0000325	OG0000329	OG0000338	OG0000339	OG0000343	OG0000347	OG0000348	OG0000360	OG0000361	OG0000367	OG0000372	OG0000375	OG0000382	OG0000384	OG0000385	OG0000386	OG0000388	OG0000402	OG0000418	OG0000419	OG0000422	OG0000432	OG0000434	OG0000440	OG0000442	OG0000445	OG0000448	OG0000452	OG0000453	OG0000473	OG0000496	OG0000500	OG0000501	OG0000503	OG0000504	OG0000510	OG0000513	OG0000534	OG0000535	OG0000546	OG0000549	OG0000589	OG0000591	OG0000594	OG0000598	OG0000599	OG0000601	OG0000605	OG0000606	OG0000618	OG0000620	OG0000621	OG0000639	OG0000679	OG0000692	OG0000712	OG0000720	OG0000724	OG0000725	OG0000728	OG0000731	OG0000736	OG0000739	OG0000761	OG0000792	OG0000817	OG0000822	OG0000846	OG0000857	OG0000862	OG0000865	OG0000887	OG0000893	OG0000907	OG0000913	OG0000929	OG0000949	OG0000962	OG0001007	OG0001019	OG0001038	OG0001079	OG0001115	OG0001127	OG0001132	OG0001135	OG0001136	OG0001139	OG0001188	OG0001196	OG0001202	OG0001262	OG0001318	OG0001336	OG0001349	OG0001363	OG0001392	OG0001395	OG0001398	OG0001400	OG0001401	OG0001408	OG0001411	OG0001412	OG0001688	OG0001769	OG0001813	OG0001820	OG0001841	OG0001885	OG0001893	OG0001901	OG0001911	OG0001918	OG0001923	OG0001927	OG0001928	OG0001929	OG0002178	OG0002370	OG0002564	OG0002742	OG0002810	OG0002829	OG0002867	OG0002883	OG0002891	OG0002892	OG0002893	OG0002919	OG0003409	OG0003680	OG0003687	OG0003691	OG0003730	OG0003767	OG0003807	OG0003808	OG0003820	OG0004081	OG0004132	OG0004303	OG0004694	OG0004872	OG0005764	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	cec_0.5cm_Q0.5_250m	cec_5.15cm_Q0.5_250m	phh2o_0.5cm_Q0.5_250m	phh2o_5.15cm_Q0.5_250m	soc_0.5cm_Q0.5_250m	soc_5.15cm_Q0.5_250m	PC1	PC2	busco_complete_pct	busco_duplicated_pct	contig_n50_mbp	total_length_bp	te_int_frac
GCA_946411375.1	IP-Cas-0.9831.PacbioHiFiAssembly	IP-Cas-0.9831	Spain	38.534077	-3.39072	IP-Cas-0 (9831)	3	30	29	15	32	16	16	23	10	22	1	11	14	10	1	11	5	10	13	13	9	95	1	11	19	1	3	16	14	1	21	2	7	7	9	13	8	4	11	8	8	1	2	7	2	5	2	5	14	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	4	2	1	2	0	2	13	6	4	16	9	1	9	9	10	5	2	1	10	14	1	3	5	3	12	5	4	1	7	1	8	2	1	4	0	8	1	1	4	1	4	2	15	2	2	0	1	10	1	14	2	2	9	7	3	5	1	7	4	0	1	2	3	2	16	3	3	3	2	1	2	10	7	4	1	2	1	4	7	9	13	5	1	1	2	4	2	1	1	1	1	5	4	1	24	5	1	4	7	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	5	1	2	2	0	1	3	4	3	1	3	1	4	2	2	1	2	3	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	15.05	10.8	0.350999999046326	704.3	32.05	1.15000000000003	30.9	10.7500000000001	24.7500000000001	24.7500000000001	6.65000000000003	484.5	72.5	4.8	48.6	184.8	41.7	41.7	155.7	18.8	17.5	7.7	7.8	15.3	10.8	3.62845446632841	-2.6961271747031	99.4	1.2	15	135495245	0.2262961995456
GCA_946411425.1	IP-Hom-0.PacbioHiFiAssembly	IP-Hom-0	Spain	40.816799	-1.68601	IP-Hom-0	3	31	31	17	33	16	17	21	10	21	1	11	15	8	0	11	5	10	14	13	10	86	1	14	14	1	4	12	27	2	22	2	12	6	9	15	8	4	12	8	6	1	2	7	2	5	4	5	10	4	2	4	3	7	15	1	5	0	10	3	7	7	4	9	0	2	2	1	2	1	2	14	6	3	13	9	1	8	9	10	5	2	1	10	14	1	3	4	3	10	5	4	1	7	1	8	2	1	4	1	8	1	1	4	1	3	1	17	3	1	1	1	9	1	14	2	2	8	7	4	5	1	7	4	1	1	2	3	2	17	3	3	3	1	1	2	9	8	4	1	2	1	3	7	6	11	5	1	1	2	4	2	1	1	0	1	5	4	1	19	5	1	4	6	0	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	6	2	7	1	2	2	0	1	2	4	2	1	2	1	5	2	2	1	3	4	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	10.45	10.9	0.378999996185303	634.7	26.7500000000001	-1.94999999999999	28.7	12.45	4.05000000000001	19.2500000000001	2.95000000000005	515.7	75.8	24.6	33.3	184.8	90.6	106.3	101.4	21.8	20.6	7.2	7.6	21	14.2	12.3427580916488	-1.1111400942444	99.3	1.1	12	141195012	0.246475923667898
GCA_946411655.1	MERE-A-13.PacbioHiFiAssembly	MERE-A-13	France	42.656618	1.836221	MERE-A-13	3	30	28	16	31	16	16	23	10	22	1	11	15	9	1	11	4	10	13	13	12	103	1	12	21	1	4	15	17	2	22	2	12	8	9	13	8	4	11	8	8	1	2	7	2	5	4	5	10	5	3	4	3	7	14	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	16	6	3	16	9	1	9	9	10	5	2	1	10	13	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	1	17	2	2	1	1	8	1	13	2	2	9	8	3	5	2	7	4	1	1	2	3	2	22	3	3	3	3	1	2	10	7	4	1	2	1	5	6	11	13	5	1	1	2	4	2	1	1	1	1	5	4	1	22	5	1	4	7	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	5	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	8	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	8.95000000000005	9.2	0.357999992370605	597.8	22.45	-3.14999999999998	25.6	10.95	16.55	16.95	1.65000000000003	829.5	86.1	51.7	14.9	241.3	179	186.3	202.4	19	15	6.4	6.6	54.2	43	-3.29823603407988	-2.35531268588238	99.4	1	24	141022646	0.242847904016778
GCA_946411805.1	IP-Mos-9.PacbioHiFiAssembly	IP-Mos-9	Spain	40.040579	-7.110302	IP-Mos-9	3	31	28	17	35	16	12	21	8	22	1	11	16	10	0	11	5	10	13	12	12	62	1	15	11	1	2	13	18	1	20	2	12	6	9	11	8	3	11	7	6	1	2	7	2	5	4	5	10	4	2	4	3	8	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	14	6	3	12	9	1	6	9	10	5	2	1	10	14	1	3	5	3	10	5	4	1	7	1	8	3	1	4	1	8	1	1	4	1	4	2	11	3	2	1	1	10	1	13	2	2	9	4	4	5	2	7	4	1	1	2	3	2	17	3	3	3	2	1	2	9	8	4	1	2	1	4	7	6	9	5	1	0	2	4	2	1	1	1	1	5	4	1	20	5	1	4	3	1	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	1	1	3	1	5	2	2	1	3	4	4	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	14.05	10.2	0.369000005722046	595.9	29.95	2.45000000000005	27.5	10.45	22.2500000000001	22.2500000000001	7.05000000000001	850.2	142	8.2	60.2	380.9	41.5	41.5	328.7	18.8	15.6	5.5	5.6	42.2	25.8	11.8625886499808	-1.81903655836963	99.3	1.1	11	142678626	0.255508733312304
GCA_946411885.1	IP-Mos-5.PacbioHiFiAssembly	IP-Mos-5	Spain	40.040579	-7.110302	IP-Mos-5	3	31	27	16	32	16	13	21	8	22	1	11	15	10	0	11	3	10	13	13	11	96	1	15	20	1	4	15	14	2	21	2	12	7	9	15	8	4	11	8	6	1	2	6	2	5	2	5	13	6	3	4	3	7	15	1	5	0	9	3	7	7	4	9	0	3	2	1	2	1	2	16	7	3	16	9	1	7	9	10	5	2	1	9	16	1	3	6	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	2	2	15	2	2	1	1	10	1	17	2	2	9	6	4	5	2	7	4	1	1	1	3	2	16	3	3	3	3	1	2	10	8	4	1	2	1	5	7	8	11	5	1	0	2	4	2	1	1	1	1	5	4	1	19	5	1	4	8	1	3	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	9	4	4	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	14.05	10.2	0.369000005722046	595.9	29.95	2.45000000000005	27.5	10.45	22.2500000000001	22.2500000000001	7.05000000000001	850.2	142	8.2	60.2	380.9	41.5	41.5	328.7	18.8	15.6	5.5	5.6	42.2	25.8	-1.72541704658141	-1.5879947863713	99.5	1.1	20	138054275	0.224592088872293
GCA_946412005.1	IP-Hum-4.PacbioHiFiAssembly	IP-Hum-4	Spain	42.227184	-3.688887	IP-Hum-4	3	31	32	18	32	16	15	22	6	21	1	11	15	10	1	11	5	10	14	14	11	92	1	13	14	1	5	16	10	1	23	2	6	7	9	15	8	4	11	8	7	1	2	7	2	5	2	5	12	4	3	4	3	7	14	1	5	2	10	3	7	7	4	9	0	3	2	1	2	1	2	15	6	4	16	9	1	9	9	10	5	2	1	10	12	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	6	3	2	1	1	10	1	12	2	1	9	7	4	3	2	7	4	1	1	2	3	2	15	3	3	3	2	1	2	10	8	4	1	2	1	5	7	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	22	5	1	4	8	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	1	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	1	4	3	1	2	1	4	2	0	1	9	4	5	3	1	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	11.2500000000001	9.4	0.36800000667572	560	25.45	-0.0499999999999545	25.5	8.05000000000001	18.65	18.7500000000001	4.45000000000005	663.4	83.3	25.6	33.3	227.9	98.6	102	184.3	22.8	19.2	7.3	7.3	24.6	11.8	-5.35751960553447	-0.833176391921851	99.4	1.1	17	133701549	0.216781205728589
GCA_946412065.1	GAIL-B-11.PacbioHiFiAssembly	GAIL-B-11	France	43.909032	1.901077	GAIL-B-11	3	31	30	16	34	16	28	23	8	22	1	11	16	9	1	11	4	10	12	13	13	95	1	13	23	1	5	15	17	2	22	2	9	9	9	13	8	4	11	8	8	1	2	7	2	5	3	5	16	4	2	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	16	5	4	14	9	1	9	9	10	5	2	1	9	13	1	3	4	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	16	2	2	1	1	10	1	16	2	2	9	8	4	5	1	7	4	1	1	1	3	2	14	3	3	3	2	1	2	10	7	4	1	2	1	5	7	8	13	5	1	1	2	4	2	1	1	1	0	5	4	1	18	5	1	4	7	1	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	3	3	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	13.55	8.7	0.352999997138977	580.5	26.95	2.25000000000006	24.7	15.95	20.7500000000001	21.15	6.25000000000006	762.2	80	43.4	16.5	226.7	160.1	165.3	188.5	NA	NA	NA	NA	NA	NA	-5.98556723728375	-5.07128519765507	99.4	1.1	16	134186912	0.222472285523643
GCA_946412225.1	IP-Mdc-14.PacbioHiFiAssembly	IP-Mdc-14	Spain	38.874341	-3.52962	IP-Mdc-14	3	31	33	15	27	16	14	21	10	22	1	11	13	10	1	11	4	10	12	13	10	89	1	12	14	1	4	13	14	2	22	2	8	6	9	13	8	4	11	8	6	1	2	7	2	5	1	5	14	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	0	2	16	7	4	15	9	1	10	9	10	5	2	1	9	15	1	3	6	3	10	5	4	1	8	1	8	2	1	4	0	8	1	1	4	1	3	2	11	2	2	0	1	10	1	9	2	2	9	6	4	5	1	7	4	0	1	2	3	2	32	3	3	3	3	1	2	10	8	4	1	2	1	4	6	11	14	5	1	0	2	4	2	1	1	1	1	5	4	1	21	5	1	4	6	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	6	1	2	2	0	1	2	4	2	1	3	1	4	2	2	1	3	2	5	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	15.05	11.2	0.358999991416931	704.4	32.05	0.950000000000045	31.1	10.65	24.65	24.65	6.55000000000001	463.6	68.5	5.8	48.2	179.2	43	43	144	19.2	17.8	7.4	7.8	22.1	10	3.88019289505765	-1.05003490533176	99.3	0.9	13	137508736	0.241612103830261
GCA_946413285.1	IP-Hum-2.9549.PacbioHiFiAssembly	IP-Hum-2.9549	Spain	42.227184	-3.688887	IP-Hum-2 (9549)	3	31	29	16	30	15	14	22	9	21	1	11	15	9	0	11	5	10	12	13	9	64	1	16	15	1	5	14	7	2	22	2	11	7	8	14	8	4	11	7	6	1	2	7	2	5	2	5	14	5	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	2	2	1	2	0	2	15	7	4	15	9	1	7	9	10	5	2	1	9	15	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	17	2	2	1	1	9	1	11	2	2	9	5	4	5	2	7	4	1	1	2	3	2	13	3	3	3	2	1	2	9	7	4	1	2	1	5	7	6	12	5	1	0	2	4	2	0	1	1	1	5	3	1	20	5	1	4	3	1	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	5	2	7	1	2	2	1	1	2	4	2	1	3	1	5	2	2	1	3	3	5	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	11.2500000000001	9.4	0.36800000667572	560	25.45	-0.0499999999999545	25.5	8.05000000000001	18.65	18.7500000000001	4.45000000000005	663.4	83.3	25.6	33.3	227.9	98.6	102	184.3	22.8	19.2	7.3	7.3	24.6	11.8	6.34380866108489	-3.05137726267991	99.4	1.1	25	140009216	0.243918686038496
GCA_946413305.1	IP-Med-3.PacbioHiFiAssembly	IP-Med-3	Spain	42.455239	-6.765742	IP-Med-3	3	31	29	16	31	16	15	21	8	22	1	11	16	10	1	11	5	10	15	13	8	90	1	12	16	1	5	15	14	2	22	2	11	7	9	14	8	4	12	8	6	1	2	7	2	5	3	5	14	5	3	4	3	7	13	1	5	0	9	3	7	7	4	9	0	3	2	1	2	1	2	16	7	4	15	9	1	6	9	10	5	2	1	9	14	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	2	2	19	2	2	1	1	10	1	14	2	2	9	8	4	5	2	7	4	1	1	2	3	2	23	3	3	3	3	1	2	10	8	4	1	2	1	5	6	9	10	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	1	4	3	1	3	1	4	2	2	1	3	2	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	11.55	9.6	0.388000011444092	521.6	24.85	0.250000000000057	24.6	8.45000000000005	18.55	18.55	5.25000000000006	1145	178.8	29.4	46.2	465.8	109.8	109.8	397.9	25	20.4	6.7	6.7	38.1	30.3	-3.51974829547562	-0.801374617185679	99.4	1	19	138709668	0.230055031203737
GCA_946413405.1	PREI-A-14.PacbioHiFiAssembly	PREI-A-14	France	43.717856	0.623298	PREI-A-14	3	31	28	18	30	16	15	21	10	22	1	11	15	9	1	11	4	10	16	13	14	89	1	14	21	1	5	16	54	2	23	2	14	7	8	13	8	4	12	8	8	1	2	7	2	5	2	5	11	4	2	4	2	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	16	5	4	15	9	1	7	9	10	5	2	1	9	14	1	3	5	3	12	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	17	3	2	1	1	9	1	15	2	2	8	8	4	5	2	7	4	1	1	2	3	2	22	3	3	3	3	1	2	10	7	4	1	2	1	4	7	9	10	5	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	5	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	2	1	3	1	4	2	2	1	8	3	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	13.7500000000001	8.9	0.365000009536743	571	26.7500000000001	2.35000000000002	24.4	16.05	20.95	21.15	6.55000000000001	688	72.4	47.5	12.7	196.4	153.3	155.1	168	20.6	15.1	7.6	7.6	34.9	15.3	-4.49660651965309	-4.85799469641777	99.5	0.9	19	135797451	0.223954940067321
GCA_946413935.1	IP-Sln-22.PacbioHiFiAssembly	IP-Sln-22	Spain	40.356889	-3.994843	IP-Sln-22	3	30	30	17	32	16	14	21	10	22	1	11	14	7	0	11	5	10	12	13	14	107	1	13	11	1	3	14	14	1	21	2	12	6	9	13	8	4	11	8	6	1	2	7	2	5	3	5	12	5	2	4	3	7	15	1	5	0	10	3	7	7	4	9	0	2	2	1	2	1	2	14	7	3	14	9	1	4	9	10	5	2	1	10	13	1	3	6	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	18	3	2	1	1	9	1	10	2	2	9	5	4	5	1	7	4	0	1	2	3	2	19	3	3	3	1	1	2	9	8	4	1	2	1	4	7	9	10	5	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	6	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	5	2	7	1	2	2	0	1	3	4	3	1	3	1	5	2	2	1	3	4	4	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	14.7500000000001	11	0.351999998092651	716.5	31.7500000000001	0.550000000000011	31.2	10.15	24.55	24.55	6.05000000000001	515	71.3	11.3	48.5	212.1	49.5	49.5	157.2	19.7	17.8	7.2	7.2	29.5	11	11.371808504392	-3.04026560846718	99.3	1.1	15	140705873	0.244129738635714
GCA_946414125.1	Cvi-0.6911.PacbioHiFiAssembly	Cvi-0.6911	Cape Verde	15.1111	-23.6167	Cvi-0 (6911)	3	31	27	16	31	15	12	21	10	22	1	11	14	9	0	11	4	10	14	13	8	90	1	14	19	1	2	14	14	1	20	2	13	7	9	12	8	4	12	8	8	1	2	7	2	5	1	5	13	3	3	4	3	7	15	1	5	1	9	3	7	7	4	8	1	4	1	1	2	1	2	15	6	1	15	9	1	4	9	8	5	2	1	10	16	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	20	3	2	1	1	9	1	14	2	2	9	6	4	4	2	7	4	1	1	2	3	2	13	3	3	3	2	1	2	9	7	4	1	2	1	4	7	7	9	5	1	1	2	4	2	1	1	1	1	5	4	1	17	5	1	4	4	1	4	1	1	1	5	2	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	8	3	2	7	2	7	1	2	2	0	1	2	4	2	1	3	1	5	2	2	1	3	3	4	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	23.15	3.7	0.457000017166138	159.3	27.35	19.35	8	25.35	21.95	25.35	21.15	259.7	98.2	0.7	156.9	225.2	2.4	225.2	9	6.6	6.2	7.4	7.4	11.1	8	4.2740318588623	-2.40267459158347	99.4	0.9	22	140383792	0.244770129873682
GCA_946414305.1	IP-Cat-0.9832.PacbioHiFiAssembly	IP-Cat-0.9832	Spain	40.542081	-3.68695	IP-Cat-0 (9832)	3	31	30	17	30	16	14	20	10	22	1	11	15	6	0	11	5	10	13	13	13	116	1	11	14	1	3	13	14	1	21	2	12	7	9	11	8	4	11	8	8	1	2	7	2	5	3	5	13	4	2	4	3	7	15	1	5	1	10	3	7	7	4	9	1	2	2	1	2	0	2	14	6	2	13	9	1	3	9	10	5	2	1	10	14	1	3	5	3	10	5	4	1	7	0	8	3	1	4	1	8	1	1	4	1	4	2	17	2	2	1	1	9	1	12	2	1	9	4	4	5	2	7	4	1	1	2	3	2	9	3	3	3	2	1	2	10	8	4	1	2	1	4	7	7	11	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	5	3	2	6	2	7	1	2	2	0	1	2	4	2	1	3	1	5	2	2	1	3	4	5	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	14.2500000000001	11.3	0.366000008583069	704.6	31.2500000000001	0.250000000000057	31	9.75000000000006	23.95	23.95	5.75000000000006	518.5	69.9	12.1	46.7	207.5	51.8	51.8	153.8	20.2	21.3	7.3	7.4	25.5	11.7	13.617266406785	-3.18817207109798	99.4	1.1	19	138014403	0.243891646584161
GCA_946415005.1	ANGE-B-2.PacbioHiFiAssembly	ANGE-B-2	France	43.91214	1.656855	ANGE-B-2	3	31	33	17	32	16	14	23	10	22	1	11	15	9	1	11	5	10	15	13	11	97	1	13	17	1	2	16	17	2	23	2	13	9	8	13	8	4	10	8	8	1	2	7	2	5	3	5	11	5	2	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	0	2	15	6	3	15	9	1	8	9	8	5	2	1	9	13	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	16	2	2	1	1	9	1	14	2	2	9	8	4	5	2	7	4	1	1	2	3	2	12	3	3	3	3	1	2	10	7	4	1	2	1	5	6	8	12	5	1	0	2	4	2	1	1	1	1	5	4	1	19	5	1	4	8	1	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	3	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	13.35	8.8	0.355999994277954	578.6	26.7500000000001	2.05000000000001	24.7	15.7500000000001	20.55	20.95	6.15000000000003	740.1	79.2	45.1	15.7	222.2	159.7	166.2	181.1	21	17.1	7.4	7.6	22.8	11.5	-3.66178130987078	-3.0661914396868	99.4	1.1	18	136497488	0.233407951067935
GCA_946415165.1	IP-Evs-0.9845.PacbioHiFiAssembly	IP-Evs-0.9845	Spain	40.479175	-3.959696	IP-Evs-0 (9845)	3	30	27	16	29	16	17	21	10	21	1	11	15	10	1	11	5	10	16	13	12	92	1	11	15	1	5	12	14	2	22	2	7	7	8	16	8	4	11	8	8	1	2	7	2	5	3	5	10	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	4	2	1	2	0	2	16	6	4	16	9	1	7	9	10	5	2	1	8	16	1	3	5	3	12	5	4	1	7	0	8	3	1	4	1	8	1	1	4	1	4	2	18	2	2	1	1	9	1	13	2	2	9	8	4	3	1	7	4	1	1	2	3	2	29	3	3	3	2	1	1	10	6	4	1	2	1	5	6	11	10	5	1	0	2	4	2	1	1	1	1	5	4	1	19	5	1	4	8	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	8	3	2	7	2	7	1	2	2	0	1	3	4	2	1	3	1	4	2	2	1	9	2	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	14.95	10.5	0.342000007629395	714.4	31.85	1.05000000000001	30.8	10.35	24.7500000000001	24.7500000000001	6.35000000000002	593.8	83.5	13.3	48.6	244.9	57.6	57.6	181.4	20	19	7.2	7.1	19.7	8.2	-3.05144517010336	-3.81707718097855	99.4	1.1	18	138694372	0.2278204770991
GCA_946415445.1	IP-Cas-6.PacbioHiFiAssembly	IP-Cas-6	Spain	38.534077	-3.39072	IP-Cas-6	3	30	31	16	31	16	15	23	10	22	1	11	15	10	0	11	5	9	14	13	14	86	1	12	14	1	3	13	14	1	22	2	13	7	9	13	8	4	11	8	6	1	2	7	2	5	2	5	10	3	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	15	8	4	15	9	1	7	9	10	5	2	1	10	14	1	3	5	3	10	5	3	1	7	0	8	2	1	4	1	8	1	1	4	1	4	2	9	2	1	1	1	9	1	15	2	2	9	7	4	5	2	7	4	0	1	2	3	2	28	3	3	3	1	1	2	9	8	4	1	2	1	4	7	8	12	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	6	0	3	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	4	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	3	3	5	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	15.05	10.8	0.350999999046326	704.3	32.05	1.15000000000003	30.9	10.7500000000001	24.7500000000001	24.7500000000001	6.65000000000003	484.5	72.5	4.8	48.6	184.8	41.7	41.7	155.7	18.8	17.5	7.7	7.8	15.3	10.8	10.2777183263235	-2.89616727380096	99.4	1	14	138714818	0.242291281382786
GCA_946415625.1	MONTM-B-7.PacbioHiFiAssembly	MONTM-B-7	France	42.861218	0.596869	MONTM-B-7	3	31	30	18	35	16	17	21	8	21	1	11	15	9	1	11	5	10	14	13	10	109	1	12	14	1	5	15	54	1	23	2	14	7	9	13	8	4	11	9	8	1	2	7	2	5	2	4	14	4	3	4	3	7	13	1	5	1	9	3	7	7	4	9	1	3	2	1	2	1	2	15	6	4	15	9	1	10	9	10	5	2	1	9	12	1	3	4	3	13	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	16	3	2	1	1	9	1	16	2	2	9	8	4	5	2	7	4	0	1	2	3	2	12	3	3	3	2	1	2	9	7	4	1	2	1	5	6	7	10	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	7	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	3	1	3	1	4	2	2	1	2	3	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	10.45	8.6	0.359999990463257	565.1	22.7500000000001	-1.14999999999998	23.9	9.05000000000001	17.55	17.85	3.45000000000005	1158.6	120.2	75.5	15.4	327.5	248.2	249.4	292.4	21.5	14.4	6	6.1	53.2	39.8	-5.09042725072903	-2.01199630390164	99.4	0.9	23	136598926	0.231353480773341
